Selling one couch & two tables,$100,"San Jose, California",
1 Bed 1 Bath Apartment/Condo,"$1,200","Hayward, CA","Bay Area connections! I'm moving out of my newly renovated, 2br/2ba apartment in Hayward and looking for someone (preferably female) to sublet my private bedroom and bathroom for $1,200 a month."
Room for rent near 24th BART in Mission,"$2,000","San Francisco, CA","Hi! My roommate is moving out with his girlfriend in December/January timeframe and I'm looking for a new roommate! The place is 1 block from 24th street station BART in the Mission, second floor 2 bedroom 1 bathroom near 25th and Van Ness. Super spacious living room and bedrooms. I'm a software engineer with no pets."
Converted Living Room ($1200) or Master Bedroom ($1700) in Dogpatch SF,"$1,200","San Francisco, CA","Looking for clean and friendly roommates (preferably female) to sign a 12-month lease for a new Dogpatch apartment (right next to Caltrain / Muni) ASAP! If interested, please message me with a brief intro about yourself (LinkedIn profile, interest, hobbies).Amenities include:
In unit washer & dryer
Fitness center
Community workspace / lounge
Rooftop terrace w/ BBQ grill
24-Hour Secure Package Pick-Up
Parking Garage & Bicycle Storage
Steps away from the Muni & 22nd Caltrain stations"
1BR in 2BR/1BA available for IMMEDIATE MOVE IN,"$1,325","Oakland, CA","1BR in 2BR/1BA available for IMMEDIATE move in.
$1325The place features stain-less steel appliances , hardwood floors, dishwasher, on-site laundry, pet friendly, few minutes walk to the Lake Merritt, close to bars, restaurants and stores. Pretty easy to commute to SF."
IKEA desk and chair practically new!,$200 Now $150,"San Francisco, CA",
Private Room Available in a 2Bd/2Ba Apartment,"$2,200","San Francisco, CA","Hi,
1 Private Room available starting from Dec 1st, 2018 in a 2Bd/2Ba Apartment.
The room includes - Private Bath, Two full-size closets, One Twin size mattress, and a Lamp.Rent: $2200 plus utilities."
Ceiling light,$15,"San Francisco, CA",
Sunny Furnished Room,"$1,490","San Francisco, CA","San Francisco - 7 minutes'walk to UCSFLocation & transportation here.Very quiet large house. Hardly to see people. 7 minutes walked to UCSF.Medium room/sink/fresh air/view. $1490. WiFi signal in the house common areas. Large eat in kitchen with cooking supplies.Sunny sitting room.Street parking only. City life.Location & transportation N Juda muni to down town or sunset in 15 minutes. Also, connect to Bart and Caltrain.Walk to Golden gate park, museums and Whole Food, shopping town, restaurants and Haight street.Furnished Room with sink/sunny view/fresh air/WiFi signal in common areas.Bathrooms only couple steps out of room."
2 rooms available in 4 bedroom apt,"$1,100","Oakland, CA","Basics:
Looking for two roommates to fill a 4 bedroom apartment
Rent = $1,100 + Utilities (not sure what utilities will be but given that it's split 4 ways I don't see it being too expensive).
Deposit - 1 month rent
Parking - Street or $150 for gated
The complex is still under construction but the unit is expected to be ready to move in 12/15 (Move in is flexible through 1/1/19)
No Cats
Any other pets will have to be discussed with roommates beforehand.
Currently we have a 10 pound chihuahua-mix named Kash.
Washer and dryer in the building.
Pics attached show the progress as of 10/23 as well as what similar are supposed to look like once complete."
January sublet in the Marina,"$1,500","San Francisco, CA",
Private room and bathroom (couples ok pets ok) utulities included,"$1,300","Emeryville, CA",
4 Beds 2 Baths Room only,"$1,019",Original Daly City,
Awesome Bedroom In The Presidio near the beach,"$1,300","San Francisco, CA",Hey Everyone my roommate and I are looking for a new roommate!
"Excelente computadora de Escritorio Apple Imac de 27 pulgadas, Procesador Intel Core i5",$450,"Oakland, CA",
PRIVATE ROOM IN HEART OF SAN FRANCISCO DOWNTOWN,"$2,250","San Francisco, CA","Hi,
1 Private Room available starting from Dec 1st, 2018 in a 2Bd/2Bth Apartment. The room includes - Private Bath, Two full-size closets, One Twin size mattress, and a Lamp.
The Kitchen will be shared.
Rent: $2250 plus utilities.
Availability: Dec 1st, 2018
Location: SOMA Square apartments at 3rd and Folsom street.
Amenities include:
Laundry on each floor of the building
24-hour Gym
Swimming Pool, Jacuzzi
Fireplace and 24-hour Library access.
IF INTERESTED PLEASE CALL- SHRADDHA AT 415 368 3234 OR MSG OR INBOX"
Affordable units in HEART of Downtown Oakland,"$1,150","Oakland, CA",Rooms starting at $1150
Modern 1BHK at Prime Location in San Jose Downtown,"$2,369","San Jose, CA",
Looking for room or roommates in January,FREE,"San Francisco, CA",
Private Converted Living room in Mission Bay,"$1,600","South of Market, San Francisco","I am renting out my private converted living room in a 2 bedroom 2 bathroom apartment, located at 353 King Street close to the Caltrain station. There are 2 other housemates and the room shares a bathroom with one of them. Both roommates are nice and quiet guys, one young professional working in Palo Alto and one student pursuing a master's degree. The converted living room is fully private with a wall-to-wall curtain that creates the illusion of being in a private room. The room comes with an almost new queen size bed, desk and sleeping couch. The building offers nice common areas, both outside and inside. Utilities not included in rent. Depositum is $1600."
Handyman construction,$10,"San Jose, CA",
Reposted,"$1,250","San Francisco, CA",Reposted 11/25 w/ updated pics! AVAILABLE 12/15
Master bedroom with private/attached bathroom in Portola Place!,"$1,850","Orange, CA",Hi there!
room for rent,$658,"Hayward, CA",
"Subletting a Loft in Emeryville. Across Pixar, minimum 6 months, maximum a year.","$4,000","Emeryville, CA",
Sublet in inner Richmond San Francisco,$850,"San Francisco, CA",Shared roomDates for the sublet 12/12 to 1/21
Master Bedroom in 2B2B - Temporary,"$2,000 Now $1,000","San Francisco, CA",Master bedroom sublet available at South Beach Marina Apartment. Starting December 15 to December 31.The bedroom is unfurnished.
Private room with balcony,"$1,375","San Francisco, CA",
Private Furnished Room in SF (Dec. 11th - Jan. 21st),"$1,400","San Francisco, California","Hey,
this is just a sublet ( Dec. 11th - Jan. 21st )
I'm offering you a private bedroom in a 3bdr apartment. located in a nice neighborhood in San Francisco, 3rd avenue (Richmond district).
The room is fully furnished. The apartment has in-unit laundry, big kitchen and living room.
The bathroom will only be used by either just you or one more person.For any further questions don't hesitate to shoot me a text or call me."
Reposted,"$1,250","San Francisco, CA",Reposted 11/25 w/ updated pics! AVAILABLE 12/15
"Subletting a Loft in Emeryville. Across Pixar, minimum 6 months, maximum a year.","$4,000","Emeryville, CA",
"looking for a private room in the city, late Jan 2019","$1,600","San Francisco, CA",
Private room with private balcony,"$1,375","San Francisco, CA",Available Dec. 1st month to month lease.https://sfbay.craigslist.org/sfc/roo/67
Room,Ask for Price,"San Francisco, CA",
Winter sublet [Female only],$760,"Berkeley, CA","Hi all,
I'm subleasing my room for 12.18- 1.19 (1 month).
My place is located near Durant & Ellsworth, Berkeley, CA."
Room Available Mid-Dec. (SOMA),"$1,200","San Francisco, CA",
"looking for a private room in the city, late Jan 2019","$1,600","San Francisco, CA",
[Offer] Private Room for Rent in Luxury Soma Apartment,"$2,500","San Francisco, CA","Hello!My boyfriend & I occupy the other bedroom. We are very clean, pretty quiet working professionals. Looking for someone similar."
(SOLD)Drawer,$10,"Mountain View, CA",
(Immediate move in) 1 private bed and bathroom utulities included,"$1,300","Emeryville, CA",
Private Room With Bathroom,"$1,495","San Francisco, CA",
Room in beautiful marina apartment,"$2,020","San Francisco, CA",Hi there! We have a room opening up in our beautiful 3 bed/1.5 bath apartment in the Marina for Jan 1st move-in (timing is somewhat flexible). We are on Jefferson and Scott.
Furnished Bedroom - Short Term Lease,"$1,850","San Francisco, CA",Looking for an awesome female roommate. Available now with flexible short term lease start/end dates up to 2-3 months - great for people just moving to the city or in-between apartments!
Succulent and catcus in pots Great for Gifts this Christmas Starts at $2 and Up,$2,"Daly City, CA",
4 Beds 1 Bath Private Room,"$1,380","San Francisco, CA","Rent: $1380
Utils + internet: $50-$60
Move in ASAP!! The lease end in July 31th but you can resign it.The Place:"
4 Beds 1 Bath Apartment,"$1,380","San Francisco, CA","Rent: $1380
Utils + internet: $50-$60
Move in ASAP!! The lease end in July 31th but you can resign it.The Place:"
Olee 9inch gel mattress,$200,"San Francisco, CA",
Sunny private room. One block from ashby bart,"$1,500","Berkeley, CA",
"OFFERED: 1 Room in a 2BR/1BA Apartment in Richmond District, SF","$1,100","San Francisco, CA","Hi everyone, my roommate is moving out and I am looking for a person to take her place in a 2BR apartment in the Richmond district. We are around the corner on 22nd Ave and Geary Blvd. The apartment is located on the second floor of a modest three-story apartment complex. There are only about six units total; apartments located only on the second and third floors, parking on the first floor. It is a quiet apartment located in a quiet area. The apartment has a long hallway entrance, a spacious living room and ample kitchen space. Utils come to about $80-110/month. Ideally, you would start Dec 14/15."
"OFFERED: 1 Room in a 2BR/1BA Apartment in Richmond District, SF","$1,100","San Francisco, CA","Hi everyone, my roommate is moving out and I am looking for a person to take her place in a 2BR apartment in the Richmond district. We are around the corner on 22nd Ave and Geary Blvd. The apartment is located on the second floor of a modest three-story apartment complex. There are only about six units total; apartments located only on the second and third floors, parking on the first floor. It is a quiet apartment located in a quiet area. The apartment has a long hallway entrance, a spacious living room and ample kitchen space. Utils come to about $80-110/month. Ideally, you would start Dec 14/15."
Dec-Jan sublet junior 1BR in Lower Haight/Hayes Valley,"$2,250","San Francisco, CA","Hi conscious community,Super central with lots of Muni options, Whole Foods, Duboce Park, Lower Haight and Hayes Valley corridors all super close by."
Lookimg for roomates,FREE,"San Francisco, CA","Hi all, my current roommate and I are moving and we're looking for:"
Gorgeous 1 Bed/1 Bath in Nob Hill,"$3,550","San Francisco, CA",1BR / 1Ba available dec 3
"ROOM FOR RENT IN SAN FRANCISCO DOGPATCH/MISSION BAY AREA 1800$ ALL UTILITIES INCLUDED.

Move in date: December 10.

Where: the Dogpatch is the sunniest part of SF, situated right between Potrero hill and mission Bay Area. There is tons of parking and the muni runs from across the street.

What: You will be sharing a 2 bedroom, 2 bathroom plus loft with a couple. You will have a full private room, with tons of closet space. Your rent includes all utilities.

Who we are: Jake, 28 and Maggie, 32 are very laid back. Maggie is a nurse at UCSF mission bay, and primarily works days. Jake works evenings and days in the service industry.

Who you are: ideally are around the same age, and you are clean.

We have an amazing spot, and would be more than happy to FaceTime and show you around. Our place tends to go pretty fast due to the location and size/niceness of the room and apartment...

So feel free to shoot us a text and we will get back to you ASAP!

cheers! Maggie/ [hidden information]","$1,800","San Francisco, CA","ROOM FOR RENT IN SAN FRANCISCO DOGPATCH/MISSION BAY AREA 1800$ ALL UTILITIES INCLUDED.What: You will be sharing a 2 bedroom, 2 bathroom plus loft with a couple. You will have a full private room, with tons of closet space. Your rent includes all utilities."
Large Room in 2BR Apt off Alamo Square,"$1,875","San Francisco, CA","Beautiful apartment right off Alamo Square, just up from Divisadero. Big bay windows with lots of sun exposure and spacious living area. 2 bedroom, 1 bath.Washer/dryer in building; coin operated."
Immediate lease take over (10 months) - converted living room in luxury apartment,"$1,550","San Francisco, CA","Hello,"
Offering: Furnished Converted Bedroom in Downtown SF Financial District South Beach SOMA,"$1,382","San Francisco, CA","Hi everyone! We have a furnished converted bedroom that is in a resort-like apartment complex located in the best area in downtown SF (only 10-15 min walk to downtown financial district!), connecting train station (Caltrain) to South Bay and Bart subway station to East Bay and the rest of the city (Financial District, Union Square, Embarcadero, etc.) Muni light rail station and bus stop just across the street!"
IKEA picture,$10,"Daly City, CA",
Floor Lamp,$35,"Daly City, CA",
books,$2,"Daly City, CA",
Succulent arrangement,$70,"Burlingame, CA",
Scullent,$15,"Burlingame, CA",
"Beautiful Room in Liberty Hill (noe valley) Available Jan 1, 2019","$1,675","San Francisco, CA","Beautiful room in Noe Valley home in quiet, safe, upscale Liberty Hill Historic District near the Mission/Dolores Park. Room has great ventilation and tons of sunlight during the day. Bed included (twin trundle bed) w/ a lower drawer for storage or guest bed. Room accommodates full size bed, chair, table, drawers. Door locks from inside/outside for privacy."
"Beautiful Room in Liberty Hill (noe valley) Available Jan 1, 2019","$1,675","San Francisco, CA","Beautiful room in Noe Valley home in quiet, safe, upscale Liberty Hill Historic District near the Mission/Dolores Park. Room has great ventilation and tons of sunlight during the day. Bed included (twin trundle bed) w/ a lower drawer for storage or guest bed. Room accommodates full size bed, chair, table, drawers. Door locks from inside/outside for privacy."
2B1B Converted living room (Unfurnished) in North beach/China town,"$1,000","San Francisco, CA","Hi,"
Month to month lease. Moving out 12/1 Super cheap!,"$1,250","San Francisco, CA","Month to month lease. Super cheap. Get it before its gone. Moving in less then 2 weeks!
I am moving out of San Francisco and I am wanting someone to take over my room and lease in this great 4 bedroom apartment.
My 3 roommates are super laid back, chill, funny and fun to hang out with. We all are very respectful of each other's privacy and also very respectful to each other.
The room is super cheap for only 1,250 and also in a great location for San Francisco.There are a lot of great bars around the area to try out
A lot of amazing places to eat around the area
You are right next to golden gate park
The 38 bus line is located right out your door step witch makes traveling much easier
There is a washer and dryer inside the apartment. Saves a lot of money and time
Nice big kitchen and living room space to hang out in.
The room is spacious with a nice size closet.
Gas stove
Dishwasher
Gas heating
The place is a valuable to move into 12/1"
2 spots in living room,$535,"San Francisco, CA",Hi everyone!
Room wanted,"$1,000","San Francisco, California","Hey all,
I'm a clean, quiet, responsible and laid back grad student who is going to study in USF from Jan 2019. I'm looking for a place to stay during my first semester with an easy commute to the USF main campus( Fulton St. ). My move-in time would be around Jan 1st. Private room or shared room are all acceptable."
1 bedroom in a 2b2b apartment,"$1,500","Union City, CA","(Union City) Separate bedroom with an attached bathroom in a 2b2b apartment, 2mins walk to Bart"
A convertible living room very near campus,"$1,000","Berkeley, CA",
Master Bedroom with private Bath,"$1,980","Houston, TX","Located in the vibrant Jack London Square at
Allegro JLS.Amazing roommate 24/female/ financial professional working in SF."
Private room in 2-BR apartment near CCSF/BART/MUNI,"$1,430","San Francisco, CA",
"CERES HOME FOR SALE - 1841 Darby Ln, Ceres, CA 95307","$399,000","Ceres, CA","1841 Darby Ln, Ceres, CA 95307"
IKEA floor lamp,$35,"Daly City, CA",
Light and bright 2-bedroom Edwardian apartment in the heart of SOMA.,"$3,700","San Francisco, CA",
Scullent arrangement,$60,"Burlingame, CA",
When Room for rent 2540 College Avenue,$900,"Berkeley, CA",
Live in a beautiful trailer in the East Bay!,"$29,999","San Pablo, CA",Hello! I got a job in Hawaii and I can't take this awesome trailer with me. Consider this your opportunity to live cheaply in a virtually new trailer in the East Bay!
OFFERED: Small private room for rent in great location (the heart of Mission District - 20th street),"$1,600","Mission District, San Francisco","Available from 12/01/2018Collaboration occurs daily between our residents. With engineers, graphic designers, photographers, videographers, brand consultants, and well-connected Silicon Valley entrepreneurs among our permanent residents, you have every resource at your fingertips. While we value creativity and innovation, we welcome people from all walks of life, regardless of their background."
Sofa,$200,"San Francisco, CA",
Wall mounted Fountain.,$950,"San Jose, CA",
Bathroom counter with double sinks,$200,"San Jose, CA",
Free standing fan,$35,"San Jose, CA",
Infra-red Sauna,$950,"San Jose, CA",
Stools,$5,"San Jose, CA",
(SOLD)1 BR available in Nob Hill Dec 1st,"$1,550","San Francisco, CA",
Room Available in Great North Beach Apartment (January 1st - long term),"$1,425","San Francisco, California",** Available January 1st: ideally looking for someone who will stay for at least a year**
Private room and bathroom available in avalon apartments union city starting Dec 1-15,"$1,350","Union City, CA","Hi All,
Private room and bathroom available in avalon apartments union city starting Dec 1-15 . Room has a good specious walk-in closet and a separate utility closet outside.In unit Washer/Dryer, Parking, Patio, Centralized Heater, Pet Friendly, Gated Community, Swimming pool with Jacuzzi, Access to GYM."
Light and bright 2-bedroom Edwardian apartment in the heart of SOMA.,"$3,700","San Francisco, CA",
Graco,$50,"Antioch, CA",
Rocking chair,$50,"Antioch, CA",
Shared (or Single) Bedroom Available!,$825,"San Francisco, CA","Looking for one or two more people to join our lease that goes to September, 2019! We are two females - one USF upperclassman & one college graduate in a 2 bedroom (converted to 3 bedroom) house on 8th Avenue!House includes a backyard, living room/dining room right off of the kitchen, shared sunroom, one full bath, and a second separate toilet."
"WHIRLPOOL DUET, WASHER AND DRYER...FRONT LOADER, WHITE. 5 MONTHS FROM NEW.",$375,"Oakland, CA",
Private Bedroom in Shared Home in Cupertino!,"$1,425","Cupertino, CA","This spacious home has a fully furnished living room and kitchen. Both front and back yards are beautifully landscaped with flourished fruit trees! Walkable to Whole Foods, Target, De Anza College, Memorial Park, Cupertino Community Center, Sports Center and many popular restaurants. Cupertino Main Street, Vallco, Oaks, and Apple are all nearby for shopping. Currently offering private bedrooms in a shared house.Home Includes"
Sublet in Potrero Hill,"$1,100","Palo Alto, CA",
Private Room,"$1,250","Daly City, CA",
Private converted living room in Mission Bay,"$1,600",Avalon at Mission Bay,"I am renting out my private converted living room in a 2 bedroom 2 bathroom apartment, located at 353 King Street close to the Caltrain station. There are 2 other housemates and the room shares a bathroom with one of them. Both roommates are nice and quiet guys, one young professional working in Palo Alto and one student pursuing a master's degree. The converted living room is fully private with a wall-to-wall curtain that creates the illusion of being in a private room. The room comes with an almost new queen size bed. The building offers nice common areas, both outside and inside. Utilities not included in rent. Depositum is $1600."
Adam's Point Apartment Sublet Dec 15 - Jan 12.,"$2,500","New Paltz, NY",$2500 (or best offer)
Sublet in Potrero Hill,"$1,100","Palo Alto, CA",
Studio sublet,"$1,695","Berkeley, CA",
Room for rent,"$1,625","San Francisco, CA","One room available in a charming 3BR 1Bath apartment in Nob Hill! You'd live with two women in their mid/late twenties who both work in SF, have active social lives and like to come back to a clean and quite home. Open room is very spacious and has a huge closet! Looking for another woman in her mid/late twenties to join us."
1 bd,"$2,500","Berkeley, CA",
FULLY FURNISHED ONE BEDROOM APARTMENT FOE RENT,$850,"Oakland, CA",
"LODI HOME FOR SALE - 2561 Ivory Ln, Lodi, CA 95242 - HABLO ESPANOL","$486,000","Lodi, CA","2561 Ivory Ln, Lodi, CA 95242SPECIAL FEATURES:"
Private Room close to AT&T at Bayside Village Community,"$1,550","San Francisco, CA",OPEN HOUSE TOMORROW AT 12 PM NOON.Location:
"Large Room, Inner Sunet/ Parkside/ West Portal","$1,400","San Francisco, CA",Hi guys!The room available is large (picture shows a queen bed) with The room has a built in closet too.
4 Beds 2 Baths Private Room,"$1,375","San Francisco, CA",
1 bedroom + 1 bathroom in a 2 bedroom + 2 bathroom huge flat,"$2,600","San Francisco, CA",
Private Converted Living room very near campus,"$1,000","Berkeley, CA",
3 Bedroom + 2 Bath Apartment (AVAILABLE DEC 1st),"$3,350","San Francisco, CA","***Apartment Available December 1st***HOUSE:
Rooms available for 3 - 4 people to move into this beautiful house! The unit has 3 private rooms available, (2 standard rooms & a master w/private bathroom) and a 2nd shared bathroom. (You will share one of the bathrooms with the current tenant Tim). Rooms are not furnished, good sizes, come with closets. There is an open floor plan living room, full kitchen w/dishwasher, washer & dryer, side patio and a huge deck! Lots of space! The living room can come furnished OR unfurnished, at your choosing!"
Huge Room in Sunset - SF,"$1,300","San Francisco, CA","Hi all! We are looking for a third addition to our lovely home in San Francisco. We are both women in our mid twenties, and are looking for a third female roommate. We have a very spacious and clean three bedroom house, with a giant living room, and one shared bathroom. The house will have everything you need including a bunch of kitchen appliances, a fully furnished living room with a sectional, tv, dining table, and washer/dryer in the bathroom."
Private Bedroom for Rent - bright and happy home - Sunset !,"$1,450","San Francisco, CA","Room for rent in my home! This sunset home is so bright and spacious. It is located next to a Safeway and a beautiful park. Easy access to the N line as well as a good walk to Ocean Beach. Located in the middle of the Sunset. I do have two dogs who will be roaming the house during the day. The home is fully furnished. Lots of plants and lots of light. It's a very happy home. The room with the posters is the room available. This photo was taken a little while ago. It is now empty and has fresh coat of paint !! Window looks into the back yard. Also, I just (10/20) purchased a new oven which is also pictured!"
Spacious Room For Rent in Inner Richmond District,"$1,350","San Francisco, CA","HOUSE FEATURES:
-Private single room with lots of natural light
-Room is approximately 170-190 sq ft.
-Newly remodeled home with brand new kitchenette
-1 full bathroom
-In building washer and dryer
-Rent includes high speed internet + dish TV
-Close by to many restaurants, shops, markets and stores
-Walking distance to Golden Gate Park, Mountain Lake Park & The Presidio
-Conveniently near many bus lines to downtown (38R, 38BX, 31BX, 1AX, 1BX)"
"1 BR in Fabulous Brand New 2BR/1BA-Extensive Backyard, Deck & Stunning Views in Glen Park","$1,550","San Francisco, CA","Looking for a roommate to occupy an immaculate, fully renovated Sunnyside Home with an amazing view! Be the first one to occupy this brand new place! The gorgeous wood facade invites you into the refined living within. You would share the entire lower level with us (a mid-20s couple), including a spacious family room, full bath with heated floors, kitchen, W/D, and easy access to the covered deck and beautifully landscape backyard. Your room would come unfurnished. The upstairs is occupied by the Landlord with a separate entrance. All systems throughout the home have been upgraded."
Office/conference table,$500,"San Francisco, CA",
Shelves with casters,$65,"San Francisco, CA",
Privite room on Mission District,"$1,400","San Francisco, CA","big Room to rent on Mission District !!
1400 $"
[Spring 2019 (or onwards) Spot in Luxurious Double] [$850] [5 min walk from Campus],$850,"Berkeley, CA",
Whirlpool Duet Washer and dryer,$300,"Oakland, CA",
Flowers,$160,"Oakland, CA",
Available Room In Outer Richmond,"$1,045","San Francisco, CA","Apt:
3BD/1BA, living room, kitchen
No Pets (Building Rules)
Location: Outer RichmondCost:
Rent:1045
Deposit: $900
Wifi: $27 per person/ month
PGE: $12-40 total/ month"
Looking for a place to call home?,"$1,400","San Francisco, CA",
Looking for a place to call home?,"$1,400","San Francisco, CA",
Waterview luxury 1-bedroom apt in downtown San Francisco (11/20-12/9),$180,"San Francisco, CA",
Shared Studio Apartment in Lower Nob Hill,$850,"San Francisco, CA",
ZDAYU,FREE,San Francisco,
Walnut Color Wood Lap Table.,$13,"San Francisco, CA",
Twin XL Mattress for sale.,$72 Now $64,"San Francisco, CA",
Desk,$25,"San Francisco, California",
Temporary Sublet - spacious apartment,"$2,800","San Francisco, California","The apartment comes furnished with a beautiful living room, couch, carpet, plants and large smart TV. The second room can be used as an office or additional living room. The kitchen is equipped with a gas stove, fridge and a large dining table. The bedroom is in the smallest room of the house, it fits the bed and two-night tables.This is a sublet rental to a mature student, couple or professionals in San Francisco.
Bright, light-filled apartment at Golden Gate Park"
"TRACY HOME FOR SALE - 430 Glenbriar Cir, Tracy, CA 95377","$499,000","Tracy, CA","430 Glenbriar Cir, Tracy, CA 95377SPECIAL FEATURES:"
Waterview luxury 1-bedroom apt in downtown San Francisco (11/20-12/9),$180,"San Francisco, CA",
"Accommodation: San Francisco, SoMa : 1st December","$1,090","San Francisco, CA","Accommodation available for a MALE roommate in South of Market (Pier 38,40) in a 1 bed 1 bath apartment.Available: Sharing the Living room with another MALE roommate
Total people in house: 3"
"Accommodation: San Francisco, SoMa : 1st December","$1,090","San Francisco, CA","Accommodation available for a MALE roommate in South of Market (Pier 38,40) in a 1 bed 1 bath apartment.Available: Sharing the Living room with another MALE roommate
Total people in house: 3"
A private and furnished bedroom at Mission & Geneva,$900,"San Francisco, CA","A private and furnished bedroom is available for rent. There is private entrance, shared bathroom and kitchen. Brand new washer and dryer in unit. Bed is also offered if need.Convenient public transit nearby (8X, 8, 8BX, 14, 14R, 14X, 29, 43, 54, 91). Close to Balboa Park Bart station, there are M, J, and K muni."
Waterview luxury 1-bedroom apt in downtown San Francisco (11/20-12/9),$180,"San Francisco, CA",
Converted Living Room ($1200) or Master Bedroom ($1700) in Dogpatch SF,"$1,200","San Francisco, CA","Looking for clean and friendly roommates (preferably female) to sign a 12-month lease for a new apartment in Dogpatch (right next to Caltrain / Muni) ASAP! If interested, please message me with a brief intro about yourself (LinkedIn profile, interest, hobbies).Amenities include:
In unit washer & dryer
Fitness center
Community workspace / lounge
Rooftop terrace w/ BBQ grill
24-Hour Secure Package Pick-Up
Parking Garage & Bicycle Storage
Steps away from the Muni & 22nd Caltrain stations"
"3 bed, 1.5 bath Fresno Home Near HWY 168 and Ashlan","$200,000","Fresno, CA","3724 E Hampton Way, Fresno CA 93726
$200,000
3 bed, 1.5 bath"
Shared Temporary Accommodation in a Pent House (Downtown SF),$800,"San Francisco, California","Available Immediately:
I am looking to sublease a shared bedroom for 2 months in a new penthouse 2BR/2.5 bath in downtown SOMA, SF. There are two spots in the room either you choose the semi-private space or the spacious shared room. The place is close to most companies and has fantastic amenities. The apartment is located next to Caltrain station and Muni, Safeway, Walgreens, Google Bus Stop in San Francisco. The unit has in-house washer, dryer and the facility has a gym. Also, a rooftop lounge is available for parties. It's walking/biking distance to SF downtown. It's very affordable considering the location.
Link: https://www.l7sf.com/
Rent: 800
Preferred date: Available immediately to December 20. Flexible with the dates.
Comment or direct message me if you are interested. You can come visit the place anytime in the evening.
Ping me for the address
Video: https://youtu.be/oz165ZJIgmY"
"Private Room, Shared Bath","$1,100","Oakland, CA","Bottom unit of a large home-turned-triplex near Downtown Oakland offering a large living, kitchen, and bathroom to be shared with a couple and their dog.The wet bath also allows for an airy feel with its wall to wall tile."
Bed frame(king size),$35,"Daly City, CA",
Limpieza,$200,"Richmond, CA",
1 Bed 1 Bath Apartment/Condo,"$2,675","San Francisco, CA",
Room for Sublet,$800,"San Francisco, CA",
Beautiful Inner Sunset Private bedroom,"$2,000","San Francisco, CA","Gorgeous private bedroom in the inner sunset one block from the N-train and two blocks from the Golden Gate Park. The space is really large with tons of natural light. In your rent you get a private bedroom and an office space that is all your own. It's great if you work from home. Brand new kitchen put in a year ago! You'll be living with my current roommate and her sweet pup, shown in the photos!"
Inner Sunset private bedroom,"$2,000","San Francisco, CA",
Furnished Renovated Master Bedroom with it's own Jacuzzi and Balcony,"$1,700",Randolph and Arch station,"We have a huge Furnished Master bedroom available from September 1st that comes with its own private barthroom with a jacuzzi and a nice balcony. The rent is $1700 for the private room (can be shared $850). Located right next to Arch St. & Randolph St. Muni M Line stop is is literally 30 seconds from the house and Bart is 12 mins walk.
The room comes with a
Bunk Bed with mattress and beddings (it was an airbnb room before, so everything is washed out when you move in)
Study Table and a chair
An extra closet
There are three bedrooms in the apartment and you will be getting the master bedroom and master bathroom, (bedroom and bathroom in the pictures).
Our kitchen is pretty spacious: we have a microwave, oven, toaster, coffee machine, dishwasher, and all that good stuff.
We have a furnished living room with a tv, a large backyard, a balcony, and plenty of free street parking.
Laundry + Dryer in the garage
Utilities + internet are NOT included and are $100/mo."
1 Bed 1 Bath House,"$1,750","San Francisco, CA","San Francisco, California 94127
Large studio featuring one bedroom, one bathroom, one kitchen and one closet, located near West Portal, SFSU, CCSF, Stonestown Galleria mall and Lakeshore Plaza. Easy access to Highway 280 and 101 and public transportation -Muni K & M lines, which take you to SFSU, CCSF, Golden Gate University (GGU), Academ y of Art (AAU) College and downtown, Financial district etc. It's located in a very nice, quite and safe neighbourhood."
Holiday sublet in Central Berkeley: private room Monday to Sunday!,$270,"Berkeley, CA","Holiday sublet in Central Berkeley: private room Monday to Sunday!
University and MLK, 10 minute walk from downtown Berkeley BART.Looking for one person who is low impact on a space at this time. No smoking, pets, or couples. Room is 14x10 and has a Narnia like 4x6 closet. Dates are flexible if needed. $270 all included."
Furnished Bedroom for RENT in a 3BR/1BA,"$1,350","San Francisco, CA","Furnished Bedroom for RENT in a 3BR/1BA
MOVE IN DATE- Now!-Rent is $1,350 (not including utilities)"
OFFERED: Master Bedroom/Bathroom in 2 bed/2 bath flat - looking for new housemate!,"$2,650 Now $2,550","San Francisco, CA","Starting in December, master suite available in beautiful 2 bed / 2 bath Bernal Heights flat!"
Large 1 bedroom apartment,"$2,675","San Francisco, CA",
"Beautiful, Fully-Furnished Master Bedroom in Perfect Location in SF","$3,400","San Francisco, CA","Hi everyone,All the details are in the Craigslist ad, feel free to message me directly on Facebook for any questions!"
$1700 HAPPY COLIVING COMMUNITY--SINGLE BEDROOM (palo alto),"$1,700","Palo Alto, CA","Good vibes and good friends? Jah!
December 23rd move in? Jah!
Burning man art, chill spiritual vibes and healthy lifestyles? Jah!Welcome to Alexandria!"
OFFERED: Master Bedroom/Bathroom in 2 bed/2 bath flat - looking for new housemate!,"$2,650 Now $2,550","San Francisco, CA","Starting in December, master suite available in beautiful 2 bed / 2 bath Bernal Heights flat!"
Spacious Furnished Room with Private Bath,"$1,725","San Francisco, CA","Available now! Furnished newly remodeled room with private bath on the 1st floor of a West Portal home. Room comes furnished with a new bed, desk, sofa, and dresser. Room has a walk in closet and gets great light.Commute:
To downtown: Usually you can get downtown with the MUNI (subway) in 20-30 min and the MUNI stop is half a block away."
